Group[0]
Name=      0_26 : profit=240, weight= 68
Name=     22_22 : profit=102, weight= 49
Name=     22_17 : profit= 76, weight= 43
Name=     22_20 : profit= 75, weight= 40
Name=     22_16 : profit= 68, weight= 40
Name=     22_18 : profit= 67, weight= 39
Name=     22_19 : profit= 60, weight= 33
Name=     22_14 : profit= 52, weight= 32
Name=     22_15 : profit= 49, weight= 28
Name=     22_13 : profit= 44, weight= 25
Name=     22_11 : profit= 42, weight= 31
Name=      22_7 : profit= 38, weight= 20
Name=     22_10 : profit= 35, weight= 18
Name=     22_12 : profit= 35, weight= 23
Name=      22_6 : profit= 34, weight= 21
Name=      22_9 : profit= 32, weight= 19
Name=      22_8 : profit= 24, weight= 13
Name=      22_3 : profit= 17, weight=  9
Name=      22_2 : profit= 16, weight=  7
Name=      22_5 : profit= 13, weight= 11
Name=      22_1 : profit= 12, weight=  8
Name=      22_4 : profit= 12, weight=  6
Group[23]
Name=     23_27 : profit=178, weight= 60
Name=     23_26 : profit=170, weight= 55
Name=     23_28 : profit=163, weight= 54
Name=     23_30 : profit=161, weight= 50
Name=     23_29 : profit=145, weight= 51
Name=     23_22 : profit= 94, weight= 49
Name=     23_24 : profit= 92, weight= 47
Name=     23_21 : profit= 89, weight= 44
Name=     23_25 : profit= 89, weight= 44
Name=     23_23 : profit= 82, weight= 44
Name=     23_17 : profit= 65, weight= 33
Name=     23_20 : profit= 65, weight= 36
Name=     23_16 : profit= 63, weight= 28
Name=     23_18 : profit= 60, weight= 28
Name=     23_19 : profit= 55, weight= 31
Name=     23_15 : profit= 40, weight= 25
Name=     23_13 : profit= 38, weight= 23
Name=     23_11 : profit= 37, weight= 19
Name=     23_12 : profit= 31, weight= 20
Name=      23_1 : profit= 28, weight=  8
Name=     23_14 : profit= 27, weight= 18
Name=      23_9 : profit= 18, weight= 14
Name=      23_3 : profit= 14, weight= 10
Name=      23_6 : profit= 14, weight= 13
Name=      23_5 : profit= 13, weight=  6
Name=      23_4 : profit= 12, weight=  8
Name=      23_7 : profit= 12, weight= 14
Name=     23_10 : profit= 12, weight= 14
Name=      23_8 : profit=  7, weight= 11
Name=      23_2 : profit=  2, weight=  6
Group[24]
Name=     24_26 : profit=262, weight= 55
Name=     24_27 : profit=260, weight= 55
Name=     24_28 : profit=251, weight= 50
Name=     24_30 : profit=240, weight= 50
Name=     24_29 : profit=226, weight= 49
Name=     24_24 : profit=128, weight= 45
Name=     24_25 : profit=126, weight= 48
Name=     24_22 : profit=119, weight= 46
Name=     24_21 : profit=117, weight= 44
Name=     24_23 : profit=112, weight= 41
Name=     24_16 : profit= 70, weight= 34
Name=     24_18 : profit= 69, weight= 36
Name=     24_20 : profit= 65, weight= 30
Name=     24_17 : profit= 58, weight= 33
Name=     24_19 : profit= 55, weight= 30
Name=     24_11 : profit= 47, weight= 29
Name=     24_15 : profit= 46, weight= 29
Name=     24_13 : profit= 39, weight= 23
Name=     24_12 : profit= 38, weight= 20
Name=     24_14 : profit= 38, weight= 21
Name=      24_6 : profit= 27, weight= 15
Name=      24_9 : profit= 27, weight= 16
Name=      24_7 : profit= 23, weight= 13
Name=      24_4 : profit= 19, weight= 11
Name=      24_5 : profit= 19, weight= 10
Name=      24_2 : profit= 18, weight=  8
Name=      24_8 : profit= 17, weight= 12
Name=      24_3 : profit= 16, weight=  7
Name=     24_10 : profit= 15, weight= 13
Name=      24_1 : profit= 14, weight=  7
Group[25]
Name=     25_28 : profit=227, weight= 62
Name=     25_26 : profit=209, weight= 59
Name=     25_27 : profit=206, weight= 54
Name=     25_30 : profit=206, weight= 58
Name=     25_29 : profit=196, weight= 53
Name=     25_21 : profit=158, weight= 49
Name=     25_22 : profit=153, weight= 46
Name=     25_23 : profit=152, weight= 46
Name=     25_24 : profit=152, weight= 49
Name=     25_25 : profit=144, weight= 45
Name=     25_17 : profit=131, weight= 40
Name=     25_18 : profit=123, weight= 42
Name=     25_19 : profit=120, weight= 39
Name=     25_16 : profit=117, weight= 38
Name=     25_20 : profit=111, weight= 37
Name=     25_12 : profit=103, weight= 34
Name=     25_13 : profit= 97, weight= 31
Name=     25_14 : profit= 97, weight= 32
Name=     25_11 : profit= 91, weight= 30
Name=     25_15 : profit= 85, weight= 29
Name=      25_9 : profit= 52, weight= 26
Name=      25_8 : profit= 48, weight= 27
Name=      25_7 : profit= 45, weight= 19
Name=      25_6 : profit= 42, weight= 23
Name=     25_10 : profit= 40, weight= 18
Name=      25_1 : profit= 24, weight= 10
Name=      25_4 : profit= 17, weight=  5
Name=      25_2 : profit= 14, weight=  8
Name=      25_5 : profit= 14, weight= 10
Name=      25_3 : profit= 13, weight=  9
Group[26]
Name=     26_28 : profit=188, weight= 63
Name=     26_27 : profit=185, weight= 63
Name=     26_30 : profit=181, weight= 63
Name=     26_26 : profit=180, weight= 59
Name=     26_29 : profit=176, weight= 57
Name=     26_24 : profit=133, weight= 49
Name=     26_25 : profit=132, weight= 51
Name=     26_23 : profit=131, weight= 51
Name=     26_22 : profit=127, weight= 46
Name=     26_21 : profit=123, weight= 47
Name=     26_16 : profit= 81, weight= 43
Name=     26_18 : profit= 80, weight= 45
Name=     26_19 : profit= 75, weight= 43
Name=     26_17 : profit= 67, weight= 36
Name=     26_20 : profit= 65, weight= 35
Name=     26_13 : profit= 51, weight= 34
Name=     26_11 : profit= 49, weight= 29
Name=     26_12 : profit= 48, weight= 33
Name=     26_14 : profit= 48, weight= 31
Name=     26_15 : profit= 42, weight= 29
Name=     26_10 : profit= 29, weight= 16
Name=      26_9 : profit= 24, weight= 16
Name=      26_7 : profit= 22, weight= 23
Name=      26_6 : profit= 21, weight= 19
Name=      26_8 : profit= 14, weight= 15
Name=      26_1 : profit= 12, weight= 12
Name=      26_3 : profit= 11, weight= 12
Name=      26_5 : profit=  9, weight=  7
Name=      26_4 : profit=  7, weight=  7
Name=      26_2 : profit=  3, weight=  5
Group[27]
Name=     27_28 : profit=412, weight= 64
Name=     27_27 : profit=404, weight= 63
Name=     27_29 : profit=395, weight= 62
Name=     27_26 : profit=385, weight= 62
Name=     27_30 : profit=374, weight= 61
Name=     27_25 : profit=138, weight= 57
Name=     27_21 : profit=137, weight= 59
Name=     27_24 : profit=133, weight= 59
Name=     27_22 : profit=127, weight= 55
Name=     27_23 : profit=119, weight= 50
Name=     27_16 : profit= 88, weight= 49
Name=     27_19 : profit= 82, weight= 48
Name=     27_20 : profit= 82, weight= 42
Name=     27_18 : profit= 76, weight= 40
Name=     27_17 : profit= 74, weight= 39
Name=     27_15 : profit= 59, weight= 32
Name=     27_13 : profit= 45, weight= 26
Name=     27_12 : profit= 43, weight= 24
Name=     27_11 : profit= 39, weight= 26
Name=     27_14 : profit= 37, weight= 21
Name=      27_7 : profit= 20, weight= 14
Name=      27_8 : profit= 16, weight= 14
Name=     27_10 : profit= 16, weight= 20
Name=      27_6 : profit= 14, weight= 13
Name=      27_9 : profit= 14, weight= 15
Name=      27_2 : profit=  4, weight= 11
Name=      27_4 : profit=  1, weight= 10
Name=      27_1 : profit=  0, weight=  5
Name=      27_3 : profit=  0, weight=  8
Name=      27_5 : profit=  0, weight=  8
Group[28]
Name=     28_26 : profit=263, weight= 53
Name=     28_30 : profit=259, weight= 51
Name=     28_27 : profit=252, weight= 53
Name=     28_28 : profit=244, weight= 48
Name=     28_29 : profit=242, weight= 49
Name=     28_22 : profit=152, weight= 42
Name=     28_24 : profit=147, weight= 41
Name=     28_23 : profit=140, weight= 37
Name=     28_25 : profit=134, weight= 38
Name=     28_21 : profit=126, weight= 34
Name=     28_17 : profit= 98, weight= 33
Name=     28_18 : profit= 94, weight= 31
Name=     28_19 : profit= 94, weight= 32
Name=     28_20 : profit= 86, weight= 26
Name=     28_16 : profit= 84, weight= 31
Name=     28_12 : profit= 48, weight= 20
Name=     28_11 : profit= 47, weight= 21
Name=     28_13 : profit= 46, weight= 22
Name=     28_15 : profit= 45, weight= 21
Name=     28_14 : profit= 39, weight= 21
Name=      28_6 : profit= 22, weight= 14
Name=      28_9 : profit= 22, weight= 14
Name=      28_7 : profit= 21, weight= 15
Name=     28_10 : profit= 18, weight= 15
Name=      28_3 : profit= 16, weight=  7
Name=      28_1 : profit= 14, weight= 12
Name=      28_4 : profit= 14, weight= 12
Name=      28_8 : profit= 14, weight= 16
Name=      28_2 : profit= 12, weight=  6
Name=      28_5 : profit=  8, weight=  9
Group[29]
Name=     29_27 : profit=220, weight= 46
Name=     29_28 : profit=220, weight= 46
Name=     29_26 : profit=203, weight= 45
Name=     29_30 : profit=201, weight= 44
Name=     29_29 : profit=185, weight= 41
Name=     29_21 : profit=146, weight= 39
Name=     29_22 : profit=141, weight= 39
Name=     29_23 : profit=124, weight= 35
Name=     29_24 : profit=119, weight= 33
Name=     29_19 : profit=115, weight= 30
Name=     29_25 : profit=115, weight= 33
Name=     29_18 : profit=108, weight= 30
Name=     29_20 : profit=104, weight= 29
Name=     29_16 : profit=100, weight= 27
Name=     29_17 : profit= 91, weight= 27
Name=     29_11 : profit= 54, weight= 25
Name=     29_13 : profit= 45, weight= 23
Name=     29_12 : profit= 41, weight= 24
Name=     29_15 : profit= 40, weight= 24
Name=     29_14 : profit= 32, weight= 24
Name=      29_9 : profit= 30, weight= 18
Name=     29_10 : profit= 19, weight= 19
Name=      29_8 : profit= 16, weight= 15
Name=      29_7 : profit= 15, weight= 18
Name=      29_6 : profit= 14, weight= 18
Name=      29_1 : profit=  9, weight= 10
Name=      29_3 : profit=  9, weight= 10
Name=      29_2 : profit=  8, weight=  5
Name=      29_5 : profit=  7, weight= 10
Name=      29_4 : profit=  6, weight=  8
Group[30]
Name=     30_29 : profit=302, weight= 63
Name=     30_28 : profit=293, weight= 60
Name=     30_27 : profit=289, weight= 58
Name=     30_30 : profit=278, weight= 58
Name=     30_26 : profit=273, weight= 56
Name=     30_22 : profit=148, weight= 54
Name=     30_25 : profit=144, weight= 53
Name=     30_23 : profit=142, weight= 53
Name=     30_24 : profit=142, weight= 53
Name=     30_21 : profit=138, weight= 54
Name=     30_16 : profit= 96, weight= 51
Name=     30_17 : profit= 89, weight= 48
Name=     30_18 : profit= 89, weight= 50
Name=     30_20 : profit= 79, weight= 46
Name=     30_19 : profit= 72, weight= 42
Name=     30_13 : profit= 41, weight= 36
Name=     30_11 : profit= 39, weight= 28
Name=     30_15 : profit= 35, weight= 37
Name=     30_12 : profit= 33, weight= 28
Name=     30_14 : profit= 32, weight= 35
Name=      30_5 : profit= 28, weight= 11
Name=      30_3 : profit= 21, weight= 15
Name=      30_8 : profit= 18, weight= 18
Name=      30_6 : profit= 12, weight= 24
Name=      30_4 : profit= 11, weight= 13
Name=      30_9 : profit= 11, weight= 21
Name=      30_7 : profit= 10, weight= 21
Name=      30_2 : profit=  4, weight= 10
Name=     30_10 : profit=  4, weight= 21
Name=      30_1 : profit=  0, weight= 17
Group[31]
Name=     31_26 : profit=262, weight= 60
Name=     31_30 : profit=251, weight= 56
Name=     31_29 : profit=249, weight= 56
Name=     31_28 : profit=238, weight= 53
Name=     31_27 : profit=219, weight= 49
Name=     31_21 : profit=151, weight= 43
Name=     31_23 : profit=151, weight= 45
Name=     31_24 : profit=140, weight= 40
Name=     31_22 : profit=136, weight= 40
Name=     31_25 : profit=133, weight= 38
Name=     31_16 : profit=105, weight= 35
Name=     31_19 : profit=102, weight= 33
Name=     31_20 : profit=101, weight= 34
Name=     31_17 : profit= 99, weight= 32
Name=     31_18 : profit= 93, weight= 32
Name=     31_15 : profit= 84, weight= 25
Name=     31_14 : profit= 67, weight= 23
Name=     31_11 : profit= 65, weight= 19
Name=     31_13 : profit= 56, weight= 18
Name=     31_12 : profit= 52, weight= 19
Name=      31_7 : profit= 37, weight= 17
Name=      31_6 : profit= 33, weight= 15
Name=      31_9 : profit= 31, weight= 16
Name=     31_10 : profit= 27, weight= 11
Name=      31_8 : profit= 23, weight= 10
Name=      31_3 : profit= 11, weight=  8
Name=      31_2 : profit= 10, weight=  5
Name=      31_5 : profit=  9, weight=  5
Name=      31_1 : profit=  8, weight=  5
Name=      31_4 : profit=  3, weight=  5
Group[32]
Name=     32_28 : profit=269, weight= 76
Name=     32_29 : profit=253, weight= 72
Name=     32_30 : profit=243, weight= 69
Name=     32_26 : profit=222, weight= 65
Name=     32_27 : profit=208, weight= 65
Name=     32_25 : profit=168, weight= 62
Name=     32_23 : profit=156, weight= 61
Name=     32_21 : profit=155, weight= 58
Name=     32_22 : profit=152, weight= 60
Name=     32_24 : profit=141, weight= 56
Name=     32_17 : profit= 88, weight= 51
Name=     32_18 : profit= 87, weight= 49
Name=     32_20 : profit= 79, weight= 44
Name=     32_19 : profit= 78, weight= 44
Name=     32_16 : profit= 77, weight= 45
Name=     32_14 : profit= 65, weight= 40
Name=     32_13 : profit= 64, weight= 36
Name=     32_15 : profit= 60, weight= 38
Name=     32_11 : profit= 55, weight= 40
Name=     32_12 : profit= 52, weight= 34
Name=      32_9 : profit= 40, weight= 26
Name=      32_8 : profit= 37, weight= 29
Name=      32_6 : profit= 36, weight= 27
Name=      32_7 : profit= 36, weight= 30
Name=     32_10 : profit= 28, weight= 30
Name=      32_4 : profit= 17, weight= 13
Name=      32_2 : profit= 15, weight= 16
Name=      32_5 : profit=  9, weight=  8
Name=      32_1 : profit=  8, weight=  7
Name=      32_3 : profit=  6, weight=  5
Group[33]
Name=     33_28 : profit=400, weight= 60
Name=     33_30 : profit=394, weight= 58
Name=     33_26 : profit=380, weight= 57
Name=     33_27 : profit=372, weight= 56
Name=     33_29 : profit=370, weight= 57
Name=     33_23 : profit=192, weight= 55
Name=     33_21 : profit=185, weight= 54
Name=     33_22 : profit=175, weight= 51
Name=     33_24 : profit=166, weight= 52
Name=     33_25 : profit=159, weight= 49
Name=     33_20 : profit=127, weight= 45
Name=     33_19 : profit=125, weight= 45
Name=     33_17 : profit=124, weight= 42
Name=     33_18 : profit=120, weight= 40
Name=     33_16 : profit=114, weight= 39
Name=     33_14 : profit= 91, weight= 32
Name=     33_11 : profit= 83, weight= 33
Name=     33_15 : profit= 83, weight= 28
Name=     33_13 : profit= 82, weight= 29
Name=     33_12 : profit= 80, weight= 29
Name=      33_7 : profit= 64, weight= 25
Name=      33_6 : profit= 58, weight= 22
Name=     33_10 : profit= 57, weight= 22
Name=      33_9 : profit= 55, weight= 20
Name=      33_8 : profit= 50, weight= 20
Name=      33_5 : profit= 20, weight= 15
Name=      33_2 : profit= 16, weight=  8
Name=      33_3 : profit= 15, weight=  9
Name=      33_1 : profit=  9, weight=  9
Name=      33_4 : profit=  7, weight=  9
Group[34]
Name=     34_26 : profit=236, weight= 63
Name=     34_28 : profit=236, weight= 66
Name=     34_30 : profit=231, weight= 63
Name=     34_29 : profit=225, weight= 63
Name=     34_27 : profit=221, weight= 61
Name=     34_24 : profit=139, weight= 56
Name=     34_25 : profit=138, weight= 57
Name=     34_22 : profit=125, weight= 55
Name=     34_21 : profit=122, weight= 54
Name=     34_23 : profit=110, weight= 49
Name=     34_19 : profit=106, weight= 48
Name=     34_16 : profit= 98, weight= 48
Name=     34_17 : profit= 95, weight= 48
Name=     34_18 : profit= 89, weight= 42
Name=     34_20 : profit= 87, weight= 40
Name=     34_15 : profit= 64, weight= 37
Name=     34_12 : profit= 61, weight= 36
Name=     34_14 : profit= 57, weight= 35
Name=     34_11 : profit= 56, weight= 30
Name=     34_13 : profit= 52, weight= 29
Name=     34_10 : profit= 42, weight= 24
Name=      34_7 : profit= 37, weight= 25
Name=      34_9 : profit= 33, weight= 19
Name=      34_8 : profit= 32, weight= 22
Name=      34_6 : profit= 30, weight= 23
Name=      34_1 : profit= 21, weight= 12
Name=      34_3 : profit= 14, weight=  7
Name=      34_4 : profit= 12, weight= 12
Name=      34_2 : profit= 10, weight=  5
Name=      34_5 : profit=  5, weight=  8
Group[35]
Name=     35_26 : profit=177, weight= 57
Name=     35_30 : profit=175, weight= 61
Name=     35_28 : profit=168, weight= 55
Name=     35_29 : profit=168, weight= 58
Name=     35_27 : profit=155, weight= 54
Name=     35_23 : profit=126, weight= 53
Name=     35_24 : profit=119, weight= 48
Name=     35_21 : profit=118, weight= 53
Name=     35_25 : profit=116, weight= 50
Name=     35_22 : profit=113, weight= 51
Name=     35_19 : profit= 95, weight= 44
Name=     35_17 : profit= 94, weight= 44
Name=     35_20 : profit= 80, weight= 36
Name=     35_18 : profit= 79, weight= 36
Name=     35_16 : profit= 75, weight= 37
Name=     35_13 : profit= 66, weight= 32
Name=     35_12 : profit= 62, weight= 32
Name=     35_11 : profit= 61, weight= 34
Name=     35_15 : profit= 59, weight= 32
Name=     35_14 : profit= 56, weight= 32
Name=     35_10 : profit= 31, weight= 25
Name=      35_7 : profit= 27, weight= 21
Name=      35_9 : profit= 26, weight= 26
Name=      35_8 : profit= 25, weight= 25
Name=      35_6 : profit= 24, weight= 22
Name=      35_1 : profit= 15, weight= 20
Name=      35_5 : profit= 11, weight= 10
Name=      35_3 : profit=  9, weight= 13
Name=      35_4 : profit=  6, weight=  8
Name=      35_2 : profit=  4, weight=  6
Group[36]
Name=     36_28 : profit=272, weight= 65
Name=     36_26 : profit=250, weight= 62
Name=     36_27 : profit=250, weight= 61
Name=     36_29 : profit=238, weight= 59
Name=     36_30 : profit=235, weight= 60
Name=     36_21 : profit=227, weight= 55
Name=     36_23 : profit=218, weight= 54
Name=     36_25 : profit=217, weight= 55
Name=     36_24 : profit=207, weight= 50
Name=     36_22 : profit=203, weight= 51
Name=     36_16 : profit=159, weight= 49
Name=     36_17 : profit=155, weight= 48
Name=     36_20 : profit=154, weight= 46
Name=     36_19 : profit=146, weight= 48
Name=     36_18 : profit=136, weight= 43
Name=     36_14 : profit= 70, weight= 41
Name=     36_13 : profit= 69, weight= 38
Name=     36_12 : profit= 62, weight= 29
Name=     36_11 : profit= 60, weight= 40
Name=     36_15 : profit= 51, weight= 30
Name=      36_6 : profit= 46, weight= 25
Name=      36_8 : profit= 42, weight= 23
Name=      36_9 : profit= 38, weight= 19
Name=      36_7 : profit= 37, weight= 20
Name=     36_10 : profit= 34, weight= 17
Name=      36_4 : profit= 21, weight= 13
Name=      36_3 : profit= 17, weight=  6
Name=      36_1 : profit= 14, weight=  7
Name=      36_2 : profit= 10, weight=  7
Name=      36_5 : profit= 10, weight=  7
Group[37]
Name=     37_27 : profit=311, weight= 55
Name=     37_28 : profit=303, weight= 53
Name=     37_29 : profit=285, weight= 51
Name=     37_30 : profit=281, weight= 51
Name=     37_26 : profit=267, weight= 50
Name=     37_23 : profit=124, weight= 48
Name=     37_21 : profit=116, weight= 46
Name=     37_25 : profit=116, weight= 46
Name=     37_22 : profit=115, weight= 46
Name=     37_24 : profit=115, weight= 47
Name=     37_19 : profit= 78, weight= 43
Name=     37_18 : profit= 67, weight= 36
Name=     37_17 : profit= 61, weight= 36
Name=     37_11 : profit= 60, weight= 33
Name=     37_20 : profit= 59, weight= 36
Name=     37_16 : profit= 57, weight= 40
Name=     37_12 : profit= 54, weight= 30
Name=     37_15 : profit= 52, weight= 30
Name=     37_13 : profit= 51, weight= 29
Name=     37_14 : profit= 45, weight= 29
Name=      37_9 : profit= 29, weight= 21
Name=      37_6 : profit= 27, weight= 18
Name=      37_7 : profit= 27, weight= 19
Name=      37_8 : profit= 25, weight= 21
Name=     37_10 : profit= 21, weight= 21
Name=      37_5 : profit= 12, weight=  9
Name=      37_2 : profit= 11, weight= 14
Name=      37_4 : profit= 11, weight= 14
Name=      37_1 : profit=  6, weight= 14
Name=      37_3 : profit=  6, weight=  5
Group[38]
Name=     38_26 : profit=317, weight= 68
Name=     38_29 : profit=316, weight= 67
Name=     38_28 : profit=307, weight= 65
Name=     38_27 : profit=288, weight= 61
Name=     38_30 : profit=268, weight= 55
Name=     38_23 : profit=189, weight= 53
Name=     38_25 : profit=174, weight= 52
Name=     38_24 : profit=171, weight= 50
Name=     38_21 : profit=170, weight= 50
Name=     38_22 : profit=165, weight= 49
Name=     38_20 : profit=162, weight= 47
Name=     38_17 : profit=145, weight= 44
Name=     38_19 : profit=144, weight= 42
Name=     38_16 : profit=141, weight= 40
Name=     38_18 : profit=134, weight= 40
Name=     38_14 : profit=102, weight= 35
Name=     38_13 : profit= 95, weight= 32
Name=     38_15 : profit= 90, weight= 31
Name=     38_12 : profit= 89, weight= 32
Name=     38_11 : profit= 80, weight= 28
Name=      38_8 : profit= 59, weight= 27
Name=      38_7 : profit= 58, weight= 24
Name=     38_10 : profit= 57, weight= 26
Name=      38_9 : profit= 53, weight= 22
Name=      38_6 : profit= 45, weight= 22
Name=      38_5 : profit= 15, weight=  9
Name=      38_1 : profit= 14, weight=  9
Name=      38_4 : profit= 12, weight=  6
Name=      38_3 : profit= 11, weight=  8
Name=      38_2 : profit=  7, weight= 12
Group[39]
Name=     39_28 : profit=226, weight= 65
Name=     39_27 : profit=215, weight= 62
Name=     39_29 : profit=213, weight= 59
Name=     39_26 : profit=206, weight= 60
Name=     39_30 : profit=206, weight= 59
Name=     39_21 : profit=100, weight= 53
Name=     39_22 : profit=100, weight= 54
Name=     39_24 : profit= 99, weight= 52
Name=     39_23 : profit= 93, weight= 54
Name=     39_25 : profit= 73, weight= 45
Name=     39_17 : profit= 57, weight= 39
Name=     39_20 : profit= 57, weight= 39
Name=     39_16 : profit= 53, weight= 35
Name=     39_18 : profit= 52, weight= 37
Name=     39_19 : profit= 47, weight= 33
Name=     39_15 : profit= 42, weight= 28
Name=     39_13 : profit= 40, weight= 26
Name=     39_11 : profit= 38, weight= 25
Name=     39_12 : profit= 37, weight= 27
Name=      39_8 : profit= 30, weight= 21
Name=     39_14 : profit= 29, weight= 24
Name=      39_7 : profit= 27, weight= 19
Name=      39_9 : profit= 27, weight= 23
Name=      39_6 : profit= 25, weight= 23
Name=     39_10 : profit= 24, weight= 20
Name=      39_2 : profit= 18, weight= 15
Name=      39_4 : profit= 17, weight= 16
Name=      39_1 : profit=  9, weight=  9
Name=      39_3 : profit=  7, weight=  7
Name=      39_5 : profit=  4, weight=  6
Group[40]
Name=     40_27 : profit=204, weight= 58
Name=     40_26 : profit=194, weight= 57
Name=     40_30 : profit=187, weight= 61
Name=     40_28 : profit=182, weight= 57
Name=     40_29 : profit=179, weight= 57
Name=     40_21 : profit=175, weight= 56
Name=     40_24 : profit=154, weight= 50
Name=     40_25 : profit=154, weight= 51
Name=     40_23 : profit=145, weight= 50
Name=     40_22 : profit=135, weight= 50
Name=     40_19 : profit=134, weight= 49
Name=     40_17 : profit=130, weight= 47
Name=     40_18 : profit=109, weight= 38
Name=     40_16 : profit=108, weight= 40
Name=     40_20 : profit=106, weight= 38
Name=     40_13 : profit= 68, weight= 37
Name=     40_11 : profit= 61, weight= 32
Name=     40_12 : profit= 56, weight= 31
Name=     40_14 : profit= 53, weight= 35
Name=     40_15 : profit= 47, weight= 31
Name=      40_7 : profit= 29, weight= 27
Name=      40_6 : profit= 27, weight= 25
Name=      40_9 : profit= 21, weight= 20
Name=     40_10 : profit= 20, weight= 13
Name=      40_8 : profit= 10, weight= 21
Name=      40_2 : profit=  8, weight=  8
Name=      40_3 : profit=  7, weight= 10
Name=      40_4 : profit=  7, weight= 10
Name=      40_5 : profit=  7, weight= 12
Name=      40_1 : profit=  3, weight=  6
Group[41]
Name=     41_30 : profit=216, weight= 70
Name=     41_29 : profit=205, weight= 69
Name=     41_28 : profit=202, weight= 66
Name=     41_26 : profit=194, weight= 63
Name=     41_27 : profit=187, weight= 61
Name=     41_23 : profit=120, weight= 58
Name=     41_24 : profit=112, weight= 56
Name=     41_22 : profit=110, weight= 55
Name=     41_25 : profit=107, weight= 51
Name=     41_21 : profit= 96, weight= 50
Name=     41_18 : profit= 79, weight= 47
Name=     41_20 : profit= 76, weight= 36
Name=     41_16 : profit= 75, weight= 38
Name=     41_19 : profit= 69, weight= 40
Name=     41_17 : profit= 66, weight= 39
Name=     41_11 : profit= 55, weight= 31
Name=     41_13 : profit= 55, weight= 27
Name=      41_2 : profit= 54, weight= 10
Name=     41_15 : profit= 47, weight= 27
Name=     41_12 : profit= 40, weight= 27
Name=     41_14 : profit= 40, weight= 27
Name=      41_3 : profit= 31, weight=  5
Name=      41_7 : profit= 29, weight= 21
Name=      41_6 : profit= 24, weight= 25
Name=      41_4 : profit= 23, weight= 15
Name=      41_9 : profit= 23, weight= 21
Name=     41_10 : profit= 22, weight= 23
Name=      41_8 : profit= 16, weight= 23
Name=      41_1 : profit=  5, weight=  6
Name=      41_5 : profit=  0, weight=  8
Group[42]
Name=     42_29 : profit=291, weight= 59
Name=     42_30 : profit=282, weight= 56
Name=     42_27 : profit=274, weight= 54
Name=     42_28 : profit=267, weight= 55
Name=     42_26 : profit=264, weight= 53
Name=     42_21 : profit=198, weight= 50
Name=     42_24 : profit=191, weight= 48
Name=     42_23 : profit=187, weight= 48
Name=     42_25 : profit=176, weight= 46
Name=     42_22 : profit=169, weight= 46
Name=     42_20 : profit=130, weight= 42
Name=     42_18 : profit=129, weight= 44
Name=     42_17 : profit=126, weight= 40
Name=     42_16 : profit=125, weight= 40
Name=     42_19 : profit=118, weight= 42
Name=     42_15 : profit= 56, weight= 32
Name=     42_13 : profit= 51, weight= 33
Name=     42_12 : profit= 45, weight= 30
Name=     42_11 : profit= 40, weight= 30
Name=      42_9 : profit= 38, weight= 25
Name=      42_7 : profit= 37, weight= 20
Name=     42_14 : profit= 37, weight= 31
Name=     42_10 : profit= 34, weight= 21
Name=      42_6 : profit= 31, weight= 18
Name=      42_8 : profit= 23, weight= 10
Name=      42_1 : profit= 21, weight=  7
Name=      42_5 : profit= 15, weight=  8
Name=      42_3 : profit= 12, weight=  5
Name=      42_4 : profit= 10, weight=  6
Name=      42_2 : profit=  8, weight=  5
Group[43]
Name=     43_26 : profit=196, weight= 43
Name=     43_27 : profit=187, weight= 45
Name=     43_30 : profit=176, weight= 40
Name=     43_29 : profit=169, weight= 41
Name=     43_28 : profit=166, weight= 40
Name=     43_24 : profit=106, weight= 37
Name=     43_23 : profit= 95, weight= 35
Name=     43_21 : profit= 84, weight= 29
Name=     43_25 : profit= 84, weight= 30
Name=     43_19 : profit= 83, weight= 28
Name=     43_20 : profit= 80, weight= 27
Name=     43_22 : profit= 80, weight= 29
Name=     43_18 : profit= 74, weight= 27
Name=     43_17 : profit= 70, weight= 27
Name=     43_14 : profit= 68, weight= 25
Name=     43_16 : profit= 67, weight= 28
Name=     43_11 : profit= 64, weight= 26
Name=     43_15 : profit= 57, weight= 20
Name=     43_13 : profit= 56, weight= 25
Name=     43_12 : profit= 54, weight= 20
Name=      43_6 : profit= 23, weight= 16
Name=     43_10 : profit= 23, weight= 18
Name=      43_9 : profit= 20, weight= 14
Name=      43_8 : profit= 19, weight= 16
Name=      43_4 : profit= 18, weight= 12
Name=      43_7 : profit= 14, weight= 16
Name=      43_1 : profit= 12, weight=  6
Name=      43_2 : profit= 10, weight=  5
Name=      43_3 : profit= 10, weight= 10
Name=      43_5 : profit=  1, weight=  6
Group[44]
Name=     44_29 : profit=245, weight= 73
Name=     44_26 : profit=241, weight= 72
Name=     44_28 : profit=239, weight= 68
Name=     44_30 : profit=235, weight= 68
Name=     44_27 : profit=225, weight= 66
Name=     44_21 : profit=168, weight= 65
Name=     44_25 : profit=156, weight= 65
Name=     44_23 : profit=155, weight= 62
Name=     44_22 : profit=150, weight= 57
Name=     44_24 : profit=150, weight= 59
Name=     44_18 : profit=113, weight= 55
Name=     44_19 : profit=111, weight= 55
Name=     44_17 : profit=107, weight= 52
Name=     44_16 : profit= 98, weight= 49
Name=     44_20 : profit= 96, weight= 47
Name=     44_12 : profit= 85, weight= 44
Name=     44_13 : profit= 82, weight= 43
Name=     44_11 : profit= 74, weight= 40
Name=     44_15 : profit= 73, weight= 37
Name=     44_14 : profit= 68, weight= 35
